reporting_jurisdiction,partner_jurisdiction,year,total_revenues,related_party_revenues,unrelated_party_revenues,profit_before_tax,income_tax_paid,income_tax_accrued,stated_capital,accumulated_earnings,tangible_assets,num_employees,num_mne_groups,num_subgroups,num_entities,research_development,holding_equity,ip_management,purchasing,manufacturing,sales_marketing,admin_support,regulated_finance,internal_group_finance,insurance,services_unrelated,dormant,other_activity,profit_positive_panel,profit_negative_panel
USA,BRA,2017,36567619.40375859,20982423.246236235,15585196.157522356,3087730.0759865437,750560.3738760585,926212.1436025597,1080479.0569225443,17114212.293613765,6089531.788054336,456.5922442021939,6.0,6.0,15.0,10.0,6.0,3.0,13.0,17.0,18.0,6.0,4.0,0.0,3.0,13.0,0.0,5.0,3416067.788121658,-1186170.2752653426
USA,BRA,2018,8107962.211044838,1886904.8204274266,6221057.390617412,274853.9979066208,84028.33077788552,94048.61819975126,1283350.0574037444,1345035.9720846186,9526884.267270278,66.64077387727393,2.0,2.0,4.0,2.0,3.0,3.0,3.0,7.0,2.0,3.0,1.0,1.0,2.0,2.0,0.0,3.0,327446.7851295513,-71096.50777057113
USA,BRA,2019,99348211.80939572,72885554.79112399,26462657.018271722,6775932.84400102,1184384.8107505136,1352404.2816821663,5163724.503499042,19691012.135830104,28417660.73770783,640.8757002794528,2.0,2.0,3.0,1.0,1.0,0.0,2.0,3.0,2.0,6.0,1.0,0.0,1.0,3.0,0.0,4.0,7661272.811591342,-1412227.9876733855
USA,BRA,2020,21257910.543841753,212579.10543841752,21045331.438403334,10514751.699517312,3718621.454537471,4030385.394354593,20162011.812015228,45133357.90366471,61946455.75614288,104.44239404979895,1.0,1.0,3.0,1.0,0.0,5.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,9222458.815018598,-1214582.221616896
USA,BRA,2021,112839733.84006888,41096758.52562671,71742975.31444216,20800987.11587346,6324640.648327735,8453342.283744618,742659.0026027383,70453151.22664812,2066344.6877326337,1969.890024104269,1.0,1.0,2.0,2.0,1.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,18094229.58698014,-9770966.95502937
USA,BRB,2016,157993382.63603845,105366624.77538013,52626757.86065831,77434603.32898946,6682055.981658456,8490858.144538088,1169859.5110127751,387835321.7233456,2226839.138831303,920.0744734497528,1.0,1.0,2.0,1.0,5.0,2.0,1.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,1.0,83909487.5632517,-5513824.817019911
USA,BRB,2017,17654457.492891885,8135331.169362104,9519126.323529782,1996851.6480057375,78778.67514478395,98144.48837958292,581203.8078385367,8847614.413883252,5524800.876689702,67.94149589295097,6.0,6.0,8.0,2.0,8.0,5.0,1.0,1.0,4.0,2.0,5.0,7.0,1.0,3.0,12.0,2.0,1609614.2726316464,-162598.37123206074
USA,BRB,2018,31693510.65738784,23039467.927279577,8654042.730108265,18419248.724454373,0.0,0.0,4666337.599401394,44083839.11252092,7798306.3794268,107.47986295717146,3.0,3.0,4.0,2.0,8.0,10.0,4.0,3.0,1.0,3.0,2.0,8.0,6.0,3.0,9.0,2.0,15576675.355130697,-7319164.054184213
USA,BRB,2019,39013542.55155424,26391007.78542008,12622534.766134162,11276566.653487675,504365.5966845359,671884.948573007,1020607.4007265324,56606205.457435615,7774522.620452611,247.05240160391014,5.0,5.0,6.0,1.0,11.0,7.0,2.0,0.0,2.0,1.0,3.0,7.0,1.0,3.0,3.0,2.0,12748216.857086446,-4194824.142323609
USA,BRB,2020,55148302.981326304,50138448.88624225,5009854.095084057,27488837.93157336,4652818.874083052,5232668.308760493,689320.0077109665,141315292.71842408,3255358.9240156845,255.19044576473513,11.0,11.0,15.0,2.0,15.0,20.0,4.0,1.0,3.0,3.0,9.0,19.0,4.0,3.0,18.0,4.0,28067877.724849366,-4340892.830570714
USA,BRB,2021,194989037.58938998,146143188.81546026,48845848.773929715,40222135.0579819,773379.6261354855,975092.0310007615,4219203.735539989,153767731.01852632,15425831.623538597,417.16395145000433,2.0,2.0,3.0,0.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,42910498.25251346,-8639157.94146215
USA,CAN,2016,54702809.90718665,9360110.024064783,45342699.88312187,6435889.187354641,1936877.5729818447,2604122.09008986,13729196.94155961,24597360.371143803,26950540.98957512,513.1767080423319,4.0,4.0,5.0,1.0,0.0,0.0,7.0,3.0,9.0,2.0,1.0,0.0,0.0,6.0,0.0,4.0,5396048.0603231,-1092639.045370749
USA,CAN,2017,72082077.1315428,30503550.456785135,41578526.67475767,11139287.893082283,2391172.3602279476,2776766.361217137,7421309.956090623,40164633.58066033,41867430.52038268,262.01341341335535,1.0,1.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,11463236.813553337,-974466.5665686162
USA,CAN,2018,1143504.3220938263,430407.11743831774,713097.2046555085,-148712.21029109674,0.0,0.0,12476512.352327857,-677144.2818196755,33832892.441240266,35.56504623266066,5.0,5.0,8.0,2.0,5.0,2.0,6.0,2.0,6.0,5.0,1.0,1.0,1.0,4.0,2.0,5.0,33721.25521995337,-124741.60798498048
USA,CAN,2019,33854725.03211126,13510197.025685953,20344528.006425306,3705677.4341134727,271822.4959288837,309409.78781157173,658975.2370095056,21952150.613897756,1466757.2279730688,611.5210280411452,4.0,4.0,9.0,6.0,2.0,3.0,7.0,10.0,6.0,6.0,2.0,1.0,2.0,9.0,3.0,2.0,4138038.30506627,-463829.2438831467
USA,CAN,2020,87742042.25532208,34216085.56024754,53525956.69507455,13496058.401619202,3022697.999659303,3156591.5998530057,8220254.2570785275,40235980.635773174,24099504.95429862,917.9366213777863,10.0,10.0,11.0,4.0,1.0,1.0,4.0,9.0,14.0,8.0,8.0,2.0,3.0,10.0,3.0,3.0,14022810.969664657,-1794019.9496441702
USA,CAN,2021,9681622.979318503,6545432.304791992,3136190.674526512,2237088.3887909604,210026.21133990274,284022.89294515474,555218.559686458,7016101.498485248,1703689.3448706968,51.31713409195288,11.0,11.0,19.0,17.0,4.0,3.0,9.0,18.0,16.0,14.0,5.0,3.0,7.0,11.0,4.0,9.0,2261982.9972406686,-785813.2794491767
USA,CHE,2016,54125767.385705434,41658059.21326777,12467708.172437657,-5412576.738570544,0.0,0.0,340971.03902689955,-17627625.503454674,964684.0405613319,160.99456115540843,1.0,1.0,3.0,1.0,5.0,4.0,0.0,0.0,0.0,2.0,3.0,5.0,3.0,2.0,1.0,1.0,942025.7870367345,-5082782.009179246
USA,CHE,2017,18549814.165004082,12614815.93152876,5934998.233475321,16587112.679613246,1351652.274781976,1810756.4442754735,4205642.756820115,89429706.15088187,23334563.3660293,225.7532577671419,3.0,3.0,3.0,0.0,5.0,3.0,1.0,0.0,1.0,0.0,1.0,4.0,0.0,1.0,0.0,0.0,15541693.910760343,-8289745.150981879
USA,CHE,2018,160829041.98881942,142130344.61407834,18698697.37474108,75171599.35878551,17922857.542022597,21547976.93214511,1158749.9692381027,418647543.89354855,2457929.867308468,384.4547787918806,3.0,3.0,4.0,0.0,4.0,6.0,0.0,0.0,1.0,1.0,2.0,10.0,2.0,4.0,3.0,0.0,89205763.34636173,-32980175.067124624
USA,CHE,2019,68337267.48793489,58651131.81056964,9686135.677365255,19502823.457820512,3855563.3302873545,4102107.75295717,10677188.838064522,47244013.286027886,22908511.74179031,319.3926171443417,4.0,4.0,5.0,1.0,1.0,5.0,2.0,0.0,1.0,0.0,1.0,6.0,3.0,0.0,3.0,1.0,18247090.81001192,-6488666.468823742
USA,CHE,2020,1228358.6865039507,590568.4155219351,637790.2709820156,386888.1346479985,34053.14556518809,47113.09066712762,1927404.7666697882,1430289.2474240772,3901455.200241213,15.844127680476156,1.0,1.0,3.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,2.0,6.0,3.0,0.0,0.0,2.0,352755.31163500866,-79046.76792112431
USA,CHE,2021,4958855.376571362,3176738.8372613858,1782116.5393099762,1380828.7130477824,93517.37983641858,99403.15943716871,5386797.412844579,7491541.005810287,30371776.065247763,11.593855792731173,3.0,3.0,4.0,0.0,9.0,3.0,0.0,1.0,3.0,0.0,1.0,5.0,0.0,0.0,3.0,1.0,1254335.6791984225,-552092.2277568573
USA,CHL,2016,14123271.417061513,4808146.21116514,9315125.205896372,746177.4314548407,125406.58423736523,157655.55575548054,1053778.5036528585,2912569.468887213,2042071.041121228,152.09666387107518,4.0,4.0,10.0,7.0,2.0,2.0,8.0,9.0,11.0,7.0,6.0,1.0,1.0,9.0,2.0,7.0,645391.7297104544,-56084.14204041803
USA,CHL,2017,7515432.342738915,1294525.0300631612,6220907.312675754,2914667.1552545535,519324.80629378004,717395.498224405,6973830.8927347,10153953.282840086,11665850.31623964,211.3803507558946,2.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,3125649.727772847,-889748.8337216156
USA,CHL,2018,2400463.3873797213,450531.872711486,1949931.5146682353,181152.8981626679,40712.3780173756,55976.446868271516,3113314.2207348947,670695.3120063416,5381513.171283578,43.70325031822424,9.0,9.0,18.0,7.0,2.0,5.0,11.0,23.0,21.0,13.0,9.0,2.0,10.0,7.0,6.0,11.0,210798.50263548558,-38142.93571591559
USA,CHL,2019,7371082.817258355,3146918.0255279546,4224164.791730401,-384829.4550266965,0.0,0.0,1043617.9165032043,-2032995.0305764508,9189205.823844934,108.88942442666044,5.0,5.0,9.0,7.0,2.0,0.0,2.0,16.0,5.0,3.0,5.0,2.0,2.0,4.0,0.0,5.0,65269.95646051228,-455939.3478472262
USA,CHL,2020,76037350.81510216,20559549.59112573,55477801.22397643,9133240.875920178,2006554.1575129724,2119210.93792327,1562550.987650713,33122141.475828126,3985987.856600512,1005.4729894307391,3.0,3.0,5.0,1.0,0.0,0.0,6.0,5.0,8.0,2.0,1.0,3.0,1.0,2.0,0.0,2.0,8294880.9561005635,-640662.7849763413
USA,CHL,2021,65765334.700533636,44326763.378972866,21438571.32156077,6499066.992885348,1317509.112885954,1438660.655217277,2730071.0845554266,23374690.70499058,6409708.068645432,319.51378525149505,1.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,7184855.956968737,-2454921.752155365
USA,CHN,2016,14303140.051369091,9814549.45003633,4488590.60133276,836136.0828350378,145687.71829128562,171870.42731187542,126226.84268319067,4341361.469460777,327554.4987655603,53.558507163858344,3.0,3.0,4.0,3.0,1.0,1.0,3.0,4.0,3.0,2.0,0.0,1.0,0.0,4.0,2.0,1.0,670795.0169675131,-411372.425531075
USA,CHN,2017,96667693.05046485,26254664.252729014,70413028.79773584,30548011.938951902,8358270.493712756,9016132.657635376,3306429.634957498,135125941.02906322,11523613.82953964,1310.4932714748852,4.0,4.0,6.0,6.0,5.0,4.0,6.0,5.0,10.0,5.0,0.0,4.0,1.0,12.0,2.0,3.0,27860285.33518521,-7060507.216248754
USA,CHN,2018,649621021.4434109,158279403.87040278,491341617.57300806,62879514.11801995,10992366.018622927,12528084.935158642,440299886.6094666,233599382.75996533,753908195.9706147,6374.380706051303,1.0,1.0,3.0,1.0,0.0,1.0,3.0,3.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,53856542.17823248,-10957286.066063683
USA,CHN,2019,53172405.439921714,20524237.150631305,32648168.289290413,3287024.706645077,408366.3353878722,545633.1869935488,2695189.3425523834,17392197.949077062,7321541.040453834,379.7593254386709,2.0,2.0,3.0,1.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,4.0,0.0,3.0,3052075.350121312,-926658.1417190653
USA,CHN,2020,4879487.182066205,1878482.9029361208,3001004.2791300844,221749.91946704063,53325.26659094668,57721.21341407845,6522571.363178338,852833.400880973,12105346.602593234,87.94811815813374,4.0,4.0,5.0,1.0,0.0,0.0,4.0,6.0,3.0,5.0,2.0,1.0,1.0,6.0,1.0,1.0,257781.24221329152,-106163.40977037502
USA,CHN,2021,45615832.74737672,6598804.64481187,39017028.10256485,4504406.91733788,1085967.562489642,1205243.290517635,928605.9617571848,25374894.398990493,2973651.3811744014,258.6815671714705,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,3646858.7854654836,-1241835.3050727167
USA,COK,2016,2080725.3077059286,1431054.8295614982,649670.4781444302,674411.7517280562,98999.81169586514,105825.4282238369,552655.6821425078,1583867.6313144905,3555103.10234758,50.40903860537094,2.0,2.0,4.0,1.0,10.0,3.0,0.0,2.0,3.0,5.0,3.0,7.0,2.0,0.0,6.0,2.0,658059.2178401911,-146352.34107457928
USA,COK,2017,53711512.86296714,41841498.71694469,11870014.14602245,-2956679.254890462,0.0,0.0,46463.17967124199,-17570193.1660565,84684.69500567859,171.56694338104197,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,418129.2004549682,-2858914.928831901
USA,COK,2018,82487759.01493977,47953260.20366265,34534498.81127712,47792790.4626427,4327239.703325804,5970261.691246258,4575483.09598651,166880789.25316262,11844042.38112786,1125.1043286114718,2.0,2.0,2.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,52985144.51061112,-10301065.815251512
USA,COK,2019,52998119.55369841,37745313.17420784,15252806.379490573,1957441.3203660334,148145.99501516952,207221.85180520028,1301438.2055039215,7451474.0539328,2992499.5702216886,207.9527176095401,4.0,4.0,5.0,1.0,5.0,4.0,2.0,1.0,2.0,2.0,4.0,3.0,3.0,0.0,4.0,0.0,1774185.2727358514,-626407.1562350165
USA,COK,2020,50666310.09722074,27898185.602959007,22768124.494261734,19792893.406411335,2730426.97522799,3230468.845432738,338757.66815247916,111699321.45560125,666687.195056585,146.2578393461717,2.0,2.0,4.0,2.0,9.0,1.0,1.0,1.0,0.0,1.0,4.0,1.0,3.0,1.0,4.0,2.0,22537092.62092203,-5804658.03243735
USA,COK,2021,5151064.892104369,1812057.4966289245,3339007.3954754444,1607622.9110945233,99098.11711511864,130974.86314603347,662172.4815966345,6323739.231922903,2389804.4426141335,35.62965695022436,7.0,7.0,10.0,2.0,11.0,11.0,2.0,3.0,3.0,5.0,6.0,14.0,3.0,1.0,11.0,4.0,1367931.2339819577,-442065.5259613294
USA,CUW,2016,1863915194.36065,1104417676.8471382,759497517.513512,-12943093.673135845,0.0,0.0,368375.0356244075,-45738287.814554706,2106870.957629095,16153.615696354786,1.0,1.0,2.0,2.0,5.0,2.0,2.0,1.0,0.0,4.0,3.0,4.0,1.0,1.0,1.0,1.0,2481175.371836092,-11466141.425134098
USA,CUW,2017,50487950.49879416,13698804.45064422,36789146.048149936,22495947.05143112,2376937.3120170604,2960661.643877981,1042385.3254670448,50259570.824208975,1918380.5787167593,549.4863308257186,1.0,1.0,2.0,1.0,2.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,4.0,21992199.97288147,-5157346.44490288
USA,CUW,2018,361808505.23969805,354572335.1349041,7236170.104793968,74627330.00090276,12883168.840682225,15912791.872359723,2469282.7138656937,364095384.0835284,4235738.664294634,154.28587703793053,3.0,3.0,3.0,1.0,0.0,4.0,3.0,1.0,5.0,2.0,3.0,6.0,6.0,4.0,7.0,1.0,63451474.47883644,-36656422.898220696
USA,CUW,2019,12450635.637212291,6390019.645594302,6060615.99161799,65255.149343261,3058.1690519114863,3152.248522385822,6541532.165259511,163378.19541014463,16828355.48836815,143.34660346509153,4.0,4.0,7.0,2.0,6.0,6.0,3.0,0.0,3.0,3.0,6.0,13.0,1.0,2.0,6.0,1.0,65589.85191028958,-18548.93238152892
USA,CUW,2020,342510522.2695238,221631008.36902127,120879513.90050255,160139362.00395516,5218363.502730589,6014456.0762656145,232680.47817997533,761062710.6471267,533656.6764216193,589.3929331480227,3.0,3.0,4.0,1.0,5.0,5.0,2.0,0.0,1.0,3.0,2.0,5.0,0.0,1.0,3.0,1.0,189664978.1161663,-38895543.82335181
USA,CUW,2021,129161697.08361194,87817257.06119454,41344440.0224174,16188348.089099463,2153258.9751720466,2946417.2470487854,13086421.861953232,41283791.92374321,55928838.4552579,1097.896914980019,6.0,6.0,8.0,1.0,17.0,9.0,0.0,4.0,1.0,1.0,5.0,13.0,3.0,1.0,8.0,1.0,18875218.952414922,-3354405.747963721
USA,CYM,2016,4734359746.934695,2860844365.8915634,1873515381.0431316,2861336823.774786,225707141.108175,267599006.21148598,366309.5967824331,7089626804.413233,769276.3475156093,45870.21411956011,4.0,4.0,9.0,4.0,9.0,8.0,0.0,2.0,4.0,3.0,5.0,11.0,4.0,0.0,8.0,2.0,3320305126.6938243,-767060373.1540121
USA,CYM,2017,6950531.52120793,3752402.9495556066,3198128.571652323,1193404.038224346,80146.69775614853,98626.85983960732,12519557.840931842,6379482.265235263,27123250.10741951,54.434581682900316,8.0,8.0,9.0,2.0,12.0,11.0,6.0,4.0,5.0,1.0,7.0,20.0,5.0,0.0,13.0,2.0,1332914.687370816,-565501.8656863339
USA,CYM,2018,224092515.14379725,165541770.60255373,58550744.54124353,37430474.695585616,3876287.331535423,5184434.397261561,1790404.0219324066,150272409.29123172,4196690.518524143,1341.6105892750327,5.0,5.0,6.0,1.0,6.0,5.0,1.0,2.0,1.0,4.0,5.0,1.0,2.0,1.0,8.0,2.0,38186354.733986095,-3651448.142004725
USA,CYM,2019,1900636.4375366766,1332882.9265008161,567753.5110358605,86509.35024417503,0.0,0.0,6604807.090067397,383604.26729745296,15330854.561423657,10.33531748507177,22.0,22.0,25.0,12.0,32.0,53.0,11.0,4.0,8.0,12.0,20.0,49.0,17.0,12.0,32.0,13.0,91451.11916686397,-7042.963647067215
USA,CYM,2020,61313464.70256745,27123124.483279765,34190340.219287686,23126720.94709845,4544466.0344894575,4648805.385569826,3941725.0589364083,75987140.92584574,15178184.358530601,908.1700138661452,3.0,3.0,5.0,5.0,8.0,8.0,1.0,3.0,5.0,4.0,2.0,4.0,3.0,0.0,3.0,4.0,18829394.390993748,-4800657.641511673
USA,CYM,2021,9451645.787412897,6140621.646980002,3311024.140432895,1836831.2281417833,284464.37931210216,367295.21414531046,282698.4955528,7397021.775013334,594714.9195603202,56.55208856295705,4.0,4.0,5.0,2.0,5.0,6.0,1.0,1.0,1.0,4.0,3.0,4.0,0.0,0.0,6.0,0.0,2181053.930794025,-653279.5159483376
USA,CYP,2016,69966498.79728846,49913991.86356379,20052506.933724668,-4659865.44447625,0.0,0.0,445080.94557387114,-21608062.74123833,1090812.5607576785,254.88917015911127,1.0,1.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,2.0,5.0,1.0,1695823.501916987,-5360420.893359562
USA,CYP,2017,212828695.01079527,183642739.71906078,29185955.29173449,135806828.48741165,13943339.715612508,14914830.273855658,8199922.977563392,368877176.16761357,18335389.86167828,944.0125274262591,7.0,7.0,14.0,1.0,19.0,15.0,5.0,2.0,4.0,5.0,7.0,14.0,6.0,2.0,14.0,4.0,130026642.99697764,-14108682.447660988
USA,CYP,2018,11427873.311331363,5527530.370972934,5900342.940358429,6704102.10714813,448023.32664886385,527392.6966112915,282859.9063239351,23291001.83445643,1301626.4419720196,117.83750066396426,2.0,2.0,4.0,1.0,4.0,4.0,1.0,0.0,2.0,2.0,4.0,1.0,1.0,0.0,4.0,2.0,6154703.649224121,-1847087.918870742
USA,CYP,2019,79309050.44457436,74622328.33951274,4686722.105061615,26131134.126466982,5956181.702186366,6834492.511799751,40017.40659904238,105097559.58697769,217834.9434029143,33.63023611281105,1.0,1.0,2.0,0.0,5.0,1.0,0.0,1.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,25380592.561752617,-12282347.132723019
USA,CYP,2020,179695536.3697896,131407288.88316038,48288247.48662922,113880041.14537512,19905407.11446375,25447132.02970508,370369.9314362953,432170838.2841241,3189619.061047732,2063.9309136686684,17.0,17.0,19.0,8.0,32.0,22.0,3.0,4.0,4.0,5.0,9.0,15.0,12.0,5.0,15.0,5.0,106391191.67708528,-29611095.718806446
USA,CYP,2021,195417699.19627792,142656921.04229617,52760778.15398176,43000867.77242355,3654923.4917009296,3980244.37354626,1797356.80151563,165402728.86899477,4493658.743932544,1638.067598367278,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,44164724.20977057,-14120225.472874124
USA,CZE,2016,10336642.251782587,6781519.174395117,3555123.07738747,3603602.8131387234,1177907.891920738,1390646.0953531305,150232.17244456432,8833732.740733294,529216.5636336717,127.8159769214494,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,3129634.7966890596,-1278177.8225496411
USA,CZE,2017,78993151.505237,44346534.870378666,34646616.63485833,-336380.76567162294,0.0,0.0,311344.43216107157,-1676587.1630686019,525455.492566557,186.67637314095757,6.0,6.0,7.0,5.0,1.0,0.0,4.0,7.0,5.0,7.0,1.0,4.0,0.0,7.0,2.0,0.0,59168.15341033437,-319427.6471073614
USA,CZE,2018,111373153.93294807,71778996.67453888,39594157.25840919,28473016.59788433,3351668.959090749,4558284.663796493,22467080.51763229,105906306.64788131,75908651.89607729,1566.1469341653312,8.0,8.0,13.0,10.0,4.0,1.0,10.0,8.0,7.0,7.0,1.0,5.0,3.0,9.0,1.0,5.0,23455478.630793635,-2081978.6382428673
USA,CZE,2019,5214866.074953563,1873219.9535387247,3341646.1214148384,1791648.8228360754,321264.2306354111,399110.3719378273,212088.0173779629,5585062.3016747795,1571718.7767333617,43.961814665996386,1.0,1.0,1.0,1.0,0.0,1.0,4.0,0.0,3.0,1.0,0.0,0.0,1.0,2.0,2.0,0.0,1442582.567256781,-597111.4326468713
USA,CZE,2020,143172483.70617667,90693993.68162356,52478490.024553105,26117396.67343889,4182891.431457083,4959104.980356374,200888.31677568515,116012899.50489144,441706.71788445354,1150.6777062159783,2.0,2.0,4.0,1.0,2.0,0.0,4.0,4.0,4.0,4.0,1.0,1.0,0.0,3.0,2.0,1.0,26563365.194876146,-7494859.535898364
USA,CZE,2021,575424788.2594109,264192401.60431826,311232386.65509254,107894908.5308277,6440238.008710497,8700089.865853176,612893.922827493,333924653.4969238,5441853.935748082,3186.4037529167626,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,129433297.35570052,-36391277.8988207
USA,DEU,2016,2042749.2085747977,20427.492085747977,2022321.7164890498,-408549.8417149596,0.0,0.0,2023933.2416224263,-1104543.204520954,4018176.223226342,55.991695958271485,4.0,4.0,5.0,4.0,2.0,2.0,5.0,9.0,9.0,3.0,5.0,0.0,5.0,5.0,3.0,2.0,68374.59320931137,-461618.04706894734
USA,DEU,2017,7981691.886993375,2816794.047528738,5164897.8394646365,804851.6593094374,296588.70277994894,318104.67658148374,1107200.123924026,3950610.0728335446,4056291.958417186,100.85296370384647,8.0,8.0,14.0,8.0,6.0,1.0,10.0,24.0,11.0,9.0,5.0,5.0,3.0,10.0,2.0,10.0,834030.4544804503,-293968.58905623935
USA,DEU,2018,115543789.98949291,22281192.79987535,93262597.18961756,-23108757.997898582,0.0,0.0,1795195.65932649,-119218132.15493184,3193892.52514529,585.6744372929343,3.0,3.0,4.0,5.0,2.0,1.0,6.0,6.0,2.0,3.0,1.0,3.0,6.0,4.0,2.0,2.0,5992138.606274351,-20798634.224638112
USA,DEU,2019,2963952.5974371037,568455.1447474844,2395497.4526896197,1236609.8481605654,213619.57337703617,283219.1251121665,4786108.053134722,5029399.38953226,25121495.226941172,107.47271067559697,1.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1289804.7361837653,-444920.9943121114
USA,DEU,2020,50872393.23726464,17180741.461548053,33691651.77571659,6418335.032484599,1609341.0244144015,1721660.8037566093,1889308.4767799317,12973328.793398462,16669976.704033561,1387.9804915530665,2.0,2.0,2.0,1.0,2.0,0.0,1.0,3.0,2.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,6554628.181578913,-2732062.944286391
USA,DEU,2021,34436214.24271995,636086.7675197038,33800127.47520024,6905003.23038816,2380780.4954822017,2857247.475142668,822379.4147125096,27636701.61723377,4657567.786839791,322.13252122004354,2.0,2.0,5.0,0.0,1.0,1.0,3.0,7.0,3.0,5.0,3.0,3.0,3.0,5.0,1.0,1.0,7275122.387908902,-3111115.689495131
USA,DMA,2016,26232927.284474183,7891126.05743006,18341801.227044124,10043182.983300647,679989.0185563419,742368.2788929786,205390.5549832246,43107172.29797202,416459.70650476497,252.3760046137508,7.0,7.0,12.0,6.0,19.0,12.0,7.0,3.0,5.0,17.0,9.0,15.0,5.0,7.0,12.0,10.0,10080072.730731925,-700689.4219759256
USA,DMA,2017,55120642.50445925,31116875.924570102,24003766.579889145,27114753.707788903,0.0,0.0,3859922.87805973,71792350.93825877,6857870.193444503,348.6233976428669,1.0,1.0,3.0,2.0,7.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,29675081.72680741,-13212408.858091777
